problem_id,source,competition,year,country,domain,subtopic,difficulty,difficulty_source,concepts,prerequisites,solution_depth,estimated_time_minutes,proof_required,reasoning_intensity,calculation_intensity,major_steps,problem_type,language,data_type,problem_text,final_answer,solution_length,solution_words,solution_paragraphs,equation_count,reasoning_indicators,proof_indicators,case_analysis,calculation_indicators,solution_major_steps
MATHNET-0dtj,MathNet,Singapore Mathematical Olympiad (SMO),,Singapore,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,,unknown,"Inclusion-exclusion | Coloring schemes, extremal arguments | Geometric Inequalities > Optimization in geometry",,,,True,,,,proof only,,real,Seven triangles of area $7$ lie inside a square of area $27$. Prove that among the $7$ triangles there are $2$ that intersect in a region of area not less than $1$.,,842,185,2,11,0,2,1,0,2
MATHNET-0bis,MathNet,65th NMO Selection Tests for BMO and IMO,,Romania,Algebra | Discrete Mathematics,Combinatorics | Equations and Inequalities,,unknown,"Combinatorial optimization | Induction / smoothing | Coloring schemes, extremal arguments",,,,True,,,,proof and answer,,real,"Given a positive integer $n$ and an increasing real-valued function $f$ on the closed unit interval $[0, 1]$, determine the maximum value the sum
$$
\sum_{k=1}^{n} f\left(\left|x_k - \frac{2k-1}{2n}\right|\right)
$$
may achieve subject to $0 \le x_1 \le \dots \le x_n \le 1$.",\sum_{k=1}^{n} f\left(\frac{2k-1}{2n}\right),2210,385,7,58,1,0,4,1,7
MATHNET-0ena,MathNet,South-Afrika 2011-2013,,South Africa,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics | Intermediate Algebra,,unknown,"Coloring schemes, extremal arguments | Quadratic functions | Sequences and Series > Sums and products",,,,True,,,,proof and answer,,real,"Let $n$ be a positive integer. A train stops at $2n$ stations, including the first and last ones, numbered in order from the first to the $2n^{th}$. It is known that on a certain car, for each pair of integers $i, j$ such that $1 \le i < j \le 2n$, exactly one seat has been reserved for the trip from the $i^{th}$ station to the $j^{th}$. Find the minimum number of seats that must be available in that car.",n^2,736,140,2,19,1,0,0,0,2
MATHNET-0528,MathNet,Final Round of National Olympiad,,Estonia,Algebra | Discrete Mathematics | Number Theory,Algebraic Expressions | Combinatorics | Other,,unknown,Sequences and Series > Recurrence relations | Pigeonhole principle,,,,True,,,,proof only,English,real,"Let a finite decimal fraction be given. Juku starts appending digits to this fraction in such a way that each new digit equals the remainder of the sum of all digits existing so far in division by $10$. (For instance, if the initial fraction is $27.35$ then the digits added to the end are $7$, $4$, $8$ etc.)
Prove that the infinite decimal fraction obtained this way represents a rational number.",,691,124,1,6,1,0,0,0,1
MATHNET-0biz,MathNet,65th Romanian Mathematical Olympiad,,Romania,Algebra,Equations and Inequalities,,unknown,Linear and quadratic inequalities,,,,True,,,,proof only,,real,"Let $a, b, c$ be real numbers such that:
$$
|a - b| \ge |c|, \quad |b - c| \ge |a|, \quad |c - a| \ge |b|.
$$

Prove that one of the numbers $a, b, c$ equals the sum of the other two.",,244,38,1,4,3,0,0,1,1
MATHNET-05yi,MathNet,PRÉPARATION OLYMPIQUE FRANÇAISE DE MATHÉMATIQUES,,France,Discrete Mathematics,Combinatorics,,unknown,"Games / greedy algorithms | Coloring schemes, extremal arguments",,,,True,,,,proof only,,real,"Problem:

Nimatha et Thanima jouent à un jeu sur un échiquier $8 \times 8$. Tour par tour en commençant par Nimatha, chaque joueur choisit une case qui n'a pas encore été choisie et la colorie dans sa couleur (rouge pour Nimatha, bleu pour Thanima). Montrez que Thanima peut toujours faire que Nimatha ne puisse colorier aucun carré $2 \times 2$ entièrement en rouge.",,774,219,4,4,0,0,0,0,4
MATHNET-020y,MathNet,13th Benelux Mathematical Olympiad,,Benelux Mathematical Olympiad,Discrete Mathematics,Combinatorics,,unknown,"Counting two ways | Coloring schemes, extremal arguments",,,,True,,,,proof and answer,,real,"Problem:

Pebbles are placed on a $2021 \times 2021$ board in such a way that each square contains at most one pebble. The pebble set of a square of the board is the collection of all pebbles which are in the same row or column as this square. Determine the least number of pebbles that can be placed on the board in such a way that no two squares have the same pebble set.",3031,1938,329,7,19,2,3,1,0,7
MATHNET-01ef,MathNet,Baltic Way shortlist,,Baltic Way,Geometry,Plane Geometry,,unknown,Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing | Advanced Configurations > Miquel point,,,,True,,,,proof only,English,real,"Let $ABCD$ be a trapezoid with $AD \parallel BC$ and $\angle ADC = \angle BAD$, and let $\ell$ be a line not intersecting the linesegments $AC$ or $BD$. Assume that $\ell$ intersects the lines $AC, AD, BC, BD$ and $CD$ in the points $P, Q, R, S$ and $T$ respectively. Show that the three circles $\odot(DQT), \odot(BRQ)$ and $\odot(BPS)$ intersect in a common point, where $\odot(XYZ)$ denotes the circumcircle of $XYZ$.",,884,166,2,15,3,0,0,0,2
MATHNET-04e7,MathNet,Mathematica competitions in Croatia,,Croatia,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,,unknown,Analytic / Coordinate Methods > Vectors | Analytic / Coordinate Methods > Cartesian coordinates | Enumeration with symmetry,,,,True,,,,proof and answer,,real,"All points $(x, y)$ with integer coordinates where $1 \le x \le 200$ and $1 \le y \le 100$ are marked in the coordinate system, 20000 points in total. How many lines of length $\sqrt{5}$ whose ends are marked points are there? (Mea Bombardelli)",78208,1496,307,18,43,2,0,0,2,18
MATHNET-0huk,MathNet,Berkeley Math Circle Monthly Contest 1,,United States,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,,unknown,Functional Equations | Functional Equations > Injectivity / surjectivity | Induction / smoothing,,,,True,,,,proof and answer,,real,"Problem:

Find all functions $f: \mathbb{Z} \rightarrow \mathbb{Z}$ such that $f(f(x)+y+1)=x+f(y)+1$ for every two integers $x$ and $y$.",f(n) = n for all integers n; and f(n) = -n - 2 for all integers n,764,103,9,20,1,1,4,0,9
MATHNET-0eff,MathNet,17. tekmovanje dijakov srednjih tehniških in strokovnih šol v znanju matematike,,Slovenia,Statistics,Probability,,unknown,Counting Methods > Permutations,,,,False,,,,MCQ,,real,"Problem:

Na koliko različnih načinov lahko sedejo v vrsto z 8 sedeži v gledališču 4 pari, če želi vsak posamezen par sedeti skupaj?

(A) $4!$
(B) $2 \cdot 4!$
(C) $24$
(D) $384$
(E) $256$",D,167,30,2,2,0,0,0,0,2
MATHNET-0ia7,MathNet,Harvard-MIT Mathematics Tournament,,United States,Algebra,Algebraic Expressions,,unknown,Sequences and Series > Sums and products,,,,False,,,,final answer only,,real,"Problem:
You have infinitely many boxes, and you randomly put 3 balls into them. The boxes are labeled $1,2, \ldots$. Each ball has probability $1 / 2^{n}$ of being put into box $n$. The balls are placed independently of each other. What is the probability that some box will contain at least 2 balls?",5/7,562,71,1,8,1,0,0,1,1
MATHNET-0kqa,MathNet,HMMT November 2022,,United States,Geometry,Plane Geometry,,unknown,Miscellaneous > Distance chasing | Miscellaneous > Angle chasing | Transformations > Homothety,,,,True,,,,proof and answer,,real,"Problem:
Let $ABC$ be a triangle with $AB=13$, $BC=14$, and $CA=15$. Pick points $Q$ and $R$ on $AC$ and $AB$ such that $\angle CBQ=\angle BCR=90^{\circ}$. There exist two points $P_{1} \neq P_{2}$ in the plane of $ABC$ such that $\triangle P_{1}QR$, $\triangle P_{2}QR$, and $\triangle ABC$ are similar (with vertices in order). Compute the sum of the distances from $P_{1}$ to $BC$ and $P_{2}$ to $BC$.

Proposed by: Ankit Bisain
Answer: 48",48,1365,215,3,47,3,0,0,0,3
MATHNET-0idn,MathNet,Harvard-MIT Mathematics Tournament,,United States,Geometry,Plane Geometry,,unknown,Analytic / Coordinate Methods > Cartesian coordinates | Geometric Inequalities > Optimization in geometry | Miscellaneous > Distance chasing,,,,True,,,,proof and answer,,real,"Problem:
Farmer John is grazing his cows at the origin. There is a river that runs east to west 50 feet north of the origin. The barn is 100 feet to the south and 80 feet to the east of the origin. Farmer John leads his cows to the river to take a swim, then the cows leave the river from the same place they entered and Farmer John leads them to the barn. He does this using the shortest path possible, and the total distance he travels is $d$ feet. Find the value of $d$.",40*sqrt(29),606,107,2,2,0,1,0,0,2
MATHNET-08zz,MathNet,Japan Mathematical Olympiad,,Japan,Number Theory,Divisibility / Factorization | Modular Arithmetic | Number-Theoretic Functions,,unknown,Chinese remainder theorem | φ (Euler's totient) | Möbius inversion | Greatest common divisors (gcd),,,,True,,,,proof and answer,English,real,"Find the number of tuples $(a_1, a_2, \dots, a_{2100})$ of integers between $0$ and $2099$ inclusive that satisfy the following condition:
There exists a tuple of integers $(b_1, b_2, \dots, b_{2100})$ such that for every integer $i$ from $1$ to $2100$,
$$
a_i \equiv \sum_{\substack{\gcd(j-i, 2100)=1 \\ 1 \le j \le 2100}} b_j \pmod{2100}
$$
holds.",2100^{210}/(2^{164}*3^{30}),13698,2291,18,338,36,13,12,2,18
MATHNET-0l31,MathNet,HMMT November,,United States,Geometry,Plane Geometry,,unknown,Circles > Tangents | Miscellaneous > Constructions and loci,,,,True,,,,proof and answer,,real,"Problem:

Let $ABCD$ be a convex quadrilateral with area $202$, $AB=4$, and $\angle A=\angle B=90^{\circ}$ such that there is exactly one point $E$ on line $CD$ satisfying $\angle AEB=90^{\circ}$. Compute the perimeter of $ABCD$.",206,646,93,9,20,4,0,1,0,9
MATHNET-0752,MathNet,Indija mo 2011,,India,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,,unknown,Polynomials > Polynomial operations | Prime numbers | Greatest common divisors (gcd),,,,True,,,,proof only,English,real,"Consider two polynomials $P(x) = a_n x^n + a_{n-1} x^{n-1} + \dots + a_1 x + a_0$ and $Q(x) = b_n x^n + b_{n-1} x^{n-1} + \dots + b_1 x + b_0$ with integer coefficients such that $a_n - b_n$ is a prime, $a_{n-1} = b_{n-1}$ and $a_n b_0 - a_{n-1} b_n \neq 0$. Suppose there exists a rational number $r$ such that $P(r) = Q(r) = 0$. Prove that $r$ is an integer.",,1295,269,7,33,4,1,2,0,7
MATHNET-0gk7,MathNet,Thai Mathematical Olympiad,,Thailand,Algebra,Algebraic Expressions,,unknown,Functional Equations > Existential quantifiers,,,,True,,,,proof and answer,English,real,"Does there exist a function $f: \mathbb{Z} \to \mathbb{Z}$ such that
$$
f(f(n) - 2n) = 2f(n) + n
$$
for all integers $n$?","Yes. For example, f(n) = n for n >= 0 and f(n) = -3n for n < 0.",445,103,4,12,0,0,2,0,4
MATHNET-0kzt,MathNet,AMC 12 A,,United States,Algebra | Number Theory,Diophantine Equations | Prealgebra / Basic Algebra,,unknown,"Techniques: modulo, size analysis, order analysis, inequalities | Integers",,,,False,,,,final answer only,,real,"Integers $a$, $b$, and $c$ satisfy $ab + c = 100$, $bc + a = 87$, and $ca + b = 60$. What is $ab + bc + ca$?",276,974,248,3,32,2,0,6,1,3
MATHNET-09m6,MathNet,Mongolian Mathematical Olympiad,,Mongolia,Number Theory,Divisibility / Factorization | Modular Arithmetic,,unknown,Fermat / Euler / Wilson theorems | Prime numbers,,,,True,,,,proof and answer,English,real,"Let $m \ge 2$ be a positive integer and $p \ge 5$ be a prime number. Consider the sequence $a_n$ defined by $a_n = (p-2)^n + p^n - m$ for $n \ge 1$, and let $q$ be the smallest prime that divides a member of the sequence. Determine all pairs $(m, p)$ such that $q \ge m$.
(Bayarmagnai Gombodorj)","(m, p) = (2, p) or (3, p) for any prime p at least five",1070,237,8,41,6,0,8,0,8
MATHNET-0c1d,MathNet,69th NMO Selection Tests for JBMO,,Romania,Geometry,Plane Geometry,,unknown,Advanced Configurations > Miquel point | Transformations > Spiral similarity | Transformations > Homothety | Miscellaneous > Angle chasing | Quadrilaterals > Cyclic quadrilaterals,,,,True,,,,proof only,,real,"Let $ABC$ be a triangle, and let $E$ and $F$ be two arbitrary points on the sides $AB$ and $AC$, respectively. The circumcircle of triangle $AEF$ meets the circumcircle of triangle $ABC$ again at point $M$. Let $D$ be the reflection of point $M$ across the line $EF$ and let $O$ be the circumcenter of triangle $ABC$. Prove that $D$ is on $BC$ if and only if $O$ belongs to the circumcircle of triangle $AEF$.",,2980,527,2,80,11,2,4,0,2
MATHNET-0agp,MathNet,Mediterranean Mathematics Competition,,North Macedonia,Discrete Mathematics,Combinatorics,,unknown,Inclusion-exclusion | Counting two ways,,,,True,,,,proof and answer,English,real,"Let $p$ be a positive integer, $p > 1$. Find the number of $m \times n$ matrices with entries in the set $\{1,2,3,..., p\}$ and such that the sum of elements on each row and each column is not divisible by $p$.",p^{mn-m-n} ((p-1)^{m+n} + (-1)^{m+n} (p-1)),2149,331,2,24,0,0,2,2,2
MATHNET-0j12,MathNet,Harvard-MIT Mathematics Tournament,,United States,Algebra,Algebraic Expressions,,unknown,Polynomials > Polynomial operations,,,,True,,,,proof and answer,,real,"Problem:

Let $p$ be a monic cubic polynomial such that $p(0)=1$ and such that all the zeros of $p'(x)$ are also zeros of $p(x)$. Find $p$. Note: monic means that the leading coefficient is 1.",(x+1)^3,502,110,3,24,1,1,2,0,3
MATHNET-07yr,MathNet,,,Italy,Algebra,Equations and Inequalities,,unknown,QM-AM-GM-HM / Power Mean | Jensen / smoothing,,,,True,,,,proof and answer,,real,"Problem:

Per ogni intero $n \geq 2$, determinare:

a. il più grande numero reale $c_{n}$ tale che
$$
\frac{1}{1+a_{1}}+\frac{1}{1+a_{2}}+\ldots+\frac{1}{1+a_{n}} \geq c_{n}
$$
per ogni scelta dei numeri reali positivi $a_{1}, a_{2}, \ldots, a_{n}$ tali che $a_{1} \cdot a_{2} \cdot \ldots \cdot a_{n}=1$;

b. il più grande numero reale $d_{n}$ tale che
$$
\frac{1}{1+2 a_{1}}+\frac{1}{1+2 a_{2}}+\ldots+\frac{1}{1+2 a_{n}} \geq d_{n}
$$
per ogni scelta dei numeri reali positivi $a_{1}, a_{2}, \ldots, a_{n}$ tali che $a_{1} \cdot a_{2} \cdot \ldots \cdot a_{n}=1$.",c_n = 1 for all n >= 2; d_2 = 2/3 and d_n = 1 for all n >= 3,3418,416,3,65,0,1,0,0,3
MATHNET-0hjb,MathNet,Berkeley Math Circle Monthly Contest 2,,United States,Discrete Mathematics | Number Theory,Other,,unknown,,,,,True,,,,proof and answer,,real,"Problem:

Find the number of multiples of $3$ which have six digits, none of which is greater than $5$.",12960,612,118,4,15,2,0,1,0,4
MATHNET-04hy,MathNet,Croatia Mathematical Competitions,,Croatia,Discrete Mathematics,Combinatorics,,unknown,Inclusion-exclusion,,,,True,,,,proof and answer,,real,"The area of the intersection of a smaller and larger square equals two thirds of the area of the smaller square, as well as one fifth of the area of their union. Determine the ratio of the sides of the smaller and larger square.
(Andrea Aglić-Aljinović)",sqrt(3),0,0,0,0,0,0,0,0,0
MATHNET-0hj7,MathNet,Berkeley Math Circle Monthly Contest 7,,United States,Number Theory,Divisibility / Factorization | Modular Arithmetic,,unknown,Greatest common divisors (gcd) | Inverses mod n,,,,True,,,,proof only,,real,"Problem:

Let $x$ and $y$ be integers such that $\frac{3x + 4y}{5}$ is an integer. Prove that $\frac{4x - 3y}{5}$ is an integer.",,335,65,2,5,0,0,0,0,2
MATHNET-0iyz,MathNet,Bay Area Mathematical Olympiad,,United States,Discrete Mathematics | Number Theory,Combinatorics | Divisibility / Factorization,,unknown,"Prime numbers | Coloring schemes, extremal arguments",,,,True,,,,proof and answer,,real,"Problem:

We write $\{a, b, c\}$ for the set of three different positive integers $a, b$, and $c$. By choosing some or all of the numbers $a, b$ and $c$, we can form seven nonempty subsets of $\{a, b, c\}$. We can then calculate the sum of the elements of each subset. For example, for the set $\{4,7,42\}$ we will find sums of $4,7,42,11,46,49$, and $53$ for its seven subsets. Since $7$, $11$, and $53$ are prime, the set $\{4,7,42\}$ has exactly three subsets whose sums are prime. (Recall that prime numbers are numbers with exactly two different factors, $1$ and themselves. In particular, the number $1$ is not prime.)
What is the largest possible number of subsets with prime sums that a set of three different positive integers can have? Give an example of a set $\{a, b, c\}$ that has that number of subsets with prime sums, and explain why no other three-element set could have more.","5; for example {2,3,11}",1345,259,2,25,4,0,6,1,2
MATHNET-0jag,MathNet,15th Annual Harvard-MIT Mathematics Tournament,,United States,Algebra | Geometry,Algebraic Expressions | Plane Geometry,,unknown,Analytic / Coordinate Methods > Complex numbers in geometry | Transformations > Inversion | Sequences and Series > Sums and products,,,,False,,,,final answer only,,real,"Problem:

Alice is sitting in a teacup ride with infinitely many layers of spinning disks. The largest disk has radius $5$. Each succeeding disk has its center attached to a point on the circumference of the previous disk and has a radius equal to $2/3$ of the previous disk. Each disk spins around its center (relative to the disk it is attached to) at a rate of $\pi/6$ radians per second. Initially, at $t=0$, the centers of the disks are aligned on a single line, going outward. Alice is sitting at the limit point of all these disks. After $12$ seconds, what is the length of the trajectory that Alice has traced out?",18π,1570,253,6,31,2,1,0,0,6
