problem_id,similar_problem_id,similarity_score
MATHNET-05k2,MATHNET-090w | MATHNET-05ta | MATHNET-05x1 | MATHNET-0bgs | MATHNET-05gq | MATHNET-0hai | MATHNET-0fru | MATHNET-0dvk | MATHNET-05qv | MATHNET-0fhq,0.8596 | 0.8508 | 0.8420 | 0.8392 | 0.8362 | 0.8280 | 0.8266 | 0.8195 | 0.8115 | 0.8056
MATHNET-05lk,MATHNET-05n9 | MATHNET-0csu | MATHNET-0955 | MATHNET-08gj | MATHNET-0coi | MATHNET-09sr | MATHNET-085n | MATHNET-05zn | MATHNET-023i | MATHNET-0fid,0.8761 | 0.8694 | 0.8669 | 0.8398 | 0.8368 | 0.8322 | 0.8192 | 0.8186 | 0.8174 | 0.8150
MATHNET-05lp,MATHNET-0g0d | MATHNET-0dnv | MATHNET-062q | MATHNET-05rp | MATHNET-09q7 | MATHNET-07yc | MATHNET-05g5 | MATHNET-081p | MATHNET-05tc | MATHNET-09vi,0.8411 | 0.8222 | 0.8137 | 0.8108 | 0.8025 | 0.8018 | 0.8012 | 0.7991 | 0.7915 | 0.7884
MATHNET-05m2,MATHNET-05zn | MATHNET-0g1n | MATHNET-05jo | MATHNET-05z2 | MATHNET-0cr9 | MATHNET-09vi | MATHNET-08ek | MATHNET-09q7 | MATHNET-05ys | MATHNET-09sr,0.9646 | 0.8757 | 0.8727 | 0.8726 | 0.8678 | 0.8605 | 0.8576 | 0.8560 | 0.8524 | 0.8492
MATHNET-05n9,MATHNET-05lk | MATHNET-08gj | MATHNET-0fid | MATHNET-05z2 | MATHNET-0csu | MATHNET-05ys | MATHNET-0302 | MATHNET-023i | MATHNET-0cr9 | MATHNET-05m2,0.8761 | 0.8675 | 0.8636 | 0.8597 | 0.8521 | 0.8511 | 0.8486 | 0.8448 | 0.8233 | 0.8192
MATHNET-05qn,MATHNET-0fxv | MATHNET-060t | MATHNET-0fg1 | MATHNET-0dmc | MATHNET-05yo | MATHNET-00lt | MATHNET-05jg | MATHNET-064l | MATHNET-02vo | MATHNET-0fnb,0.9480 | 0.9271 | 0.9210 | 0.8898 | 0.8835 | 0.8795 | 0.8755 | 0.8618 | 0.8463 | 0.8461
MATHNET-05qs,MATHNET-0jdx | MATHNET-02xm | MATHNET-0dv1 | MATHNET-014t | MATHNET-0bui | MATHNET-02nt | MATHNET-05j5 | MATHNET-0az2 | MATHNET-0dvb | MATHNET-0gda,0.8454 | 0.8382 | 0.8364 | 0.8301 | 0.8247 | 0.8135 | 0.8094 | 0.8069 | 0.8059 | 0.7932
MATHNET-05qu,MATHNET-05f6 | MATHNET-0fwn | MATHNET-0efx | MATHNET-0bgs | MATHNET-0fvr | MATHNET-0g60 | MATHNET-0cnh | MATHNET-0ebi | MATHNET-00cu | MATHNET-0fhq,0.8493 | 0.8370 | 0.8266 | 0.8215 | 0.8068 | 0.8056 | 0.8055 | 0.8026 | 0.7980 | 0.7950
MATHNET-05qv,MATHNET-0gj4 | MATHNET-090w | MATHNET-0h3f | MATHNET-0fvr | MATHNET-0fre | MATHNET-02ya | MATHNET-0cmk | MATHNET-05tc | MATHNET-0cmp | MATHNET-0fru,0.9324 | 0.8844 | 0.8644 | 0.8586 | 0.8536 | 0.8404 | 0.8303 | 0.8272 | 0.8271 | 0.8260
MATHNET-05ra,MATHNET-05u0 | MATHNET-0609 | MATHNET-0huv | MATHNET-035k | MATHNET-0jxw | MATHNET-0b1l | MATHNET-0ag7 | MATHNET-0413 | MATHNET-07yr | MATHNET-01ud,0.7574 | 0.7360 | 0.7108 | 0.7016 | 0.6749 | 0.6718 | 0.6662 | 0.6555 | 0.6486 | 0.6480
MATHNET-05rp,MATHNET-05lp | MATHNET-0dnv | MATHNET-0g1b | MATHNET-081p | MATHNET-07yc | MATHNET-0g0d | MATHNET-05zy | MATHNET-0fdi | MATHNET-062q | MATHNET-05g5,0.8108 | 0.7944 | 0.7840 | 0.7787 | 0.7617 | 0.7573 | 0.7565 | 0.7548 | 0.7515 | 0.7496
MATHNET-05ta,MATHNET-0g2s | MATHNET-05x1 | MATHNET-05k2 | MATHNET-05gq | MATHNET-0hai | MATHNET-02pg | MATHNET-0fk5 | MATHNET-02nt | MATHNET-05yi | MATHNET-0fxg,0.8922 | 0.8825 | 0.8508 | 0.8473 | 0.8370 | 0.8364 | 0.8327 | 0.8318 | 0.8183 | 0.8116
MATHNET-05tc,MATHNET-0fjo | MATHNET-0fre | MATHNET-09vi | MATHNET-0g0v | MATHNET-084e | MATHNET-0220 | MATHNET-09q7 | MATHNET-0cmk | MATHNET-062q | MATHNET-029t,0.8840 | 0.8709 | 0.8585 | 0.8532 | 0.8518 | 0.8417 | 0.8392 | 0.8345 | 0.8307 | 0.8294
MATHNET-05tl,MATHNET-0cu5 | MATHNET-0jxw | MATHNET-07yr | MATHNET-05uf | MATHNET-05ra | MATHNET-01ud | MATHNET-08yo | MATHNET-08m2 | MATHNET-0855 | MATHNET-09t7,0.6964 | 0.6819 | 0.6663 | 0.6603 | 0.6293 | 0.6247 | 0.6232 | 0.6206 | 0.6177 | 0.6115
MATHNET-05u0,MATHNET-0b1l | MATHNET-05ra | MATHNET-0huv | MATHNET-0609 | MATHNET-035k | MATHNET-0dqf | MATHNET-0413 | MATHNET-0ag7 | MATHNET-0aj0 | MATHNET-01ud,0.7973 | 0.7574 | 0.7393 | 0.7141 | 0.7012 | 0.6940 | 0.6896 | 0.6839 | 0.6774 | 0.6725
MATHNET-05uf,MATHNET-08m2 | MATHNET-051m | MATHNET-0cu5 | MATHNET-03xn | MATHNET-05tl | MATHNET-0jxw | MATHNET-0cwk | MATHNET-03vm | MATHNET-01ud | MATHNET-06pl,0.7554 | 0.7022 | 0.6729 | 0.6681 | 0.6603 | 0.6527 | 0.6445 | 0.6332 | 0.6247 | 0.6186
MATHNET-05vy,MATHNET-05jo | MATHNET-0dmg | MATHNET-0g1n | MATHNET-085n | MATHNET-087s | MATHNET-0csu | MATHNET-0fmk | MATHNET-09sr | MATHNET-05m2 | MATHNET-08ek,0.8939 | 0.8568 | 0.8478 | 0.8476 | 0.8262 | 0.8250 | 0.8202 | 0.8162 | 0.8050 | 0.8034
MATHNET-05x1,MATHNET-05ta | MATHNET-0g2s | MATHNET-05k2 | MATHNET-0hai | MATHNET-02qx | MATHNET-0g0v | MATHNET-02nt | MATHNET-0fxg | MATHNET-0dvk | MATHNET-0fru,0.8825 | 0.8463 | 0.8420 | 0.8415 | 0.8414 | 0.8398 | 0.8385 | 0.8209 | 0.8125 | 0.8123
MATHNET-05yi,MATHNET-0g2s | MATHNET-0fxg | MATHNET-02pg | MATHNET-05ta | MATHNET-0cvk | MATHNET-02xm | MATHNET-02nt | MATHNET-05x1 | MATHNET-023f | MATHNET-0az2,0.8527 | 0.8450 | 0.8201 | 0.8183 | 0.8170 | 0.8124 | 0.8110 | 0.8104 | 0.7960 | 0.7862
MATHNET-05yo,MATHNET-0dmc | MATHNET-05jg | MATHNET-0fnb | MATHNET-064l | MATHNET-0fxv | MATHNET-09tk | MATHNET-0g3p | MATHNET-00lt | MATHNET-0fg1 | MATHNET-060t,0.9676 | 0.9400 | 0.9176 | 0.9145 | 0.9125 | 0.9096 | 0.9037 | 0.9029 | 0.9003 | 0.8937
MATHNET-05ys,MATHNET-0fid | MATHNET-0302 | MATHNET-081p | MATHNET-0g28 | MATHNET-0fx2 | MATHNET-05m2 | MATHNET-05n9 | MATHNET-02zm | MATHNET-05zn | MATHNET-09q7,0.8995 | 0.8919 | 0.8890 | 0.8869 | 0.8685 | 0.8524 | 0.8511 | 0.8477 | 0.8475 | 0.8448
MATHNET-05z2,MATHNET-0cr9 | MATHNET-05m2 | MATHNET-0g9d | MATHNET-05zn | MATHNET-05n9 | MATHNET-0g1n | MATHNET-05jo | MATHNET-09sr | MATHNET-05g5 | MATHNET-0g0d,0.8866 | 0.8726 | 0.8645 | 0.8611 | 0.8597 | 0.8417 | 0.8404 | 0.8390 | 0.8351 | 0.8333
MATHNET-05zn,MATHNET-05m2 | MATHNET-05jo | MATHNET-05z2 | MATHNET-0g0d | MATHNET-08ek | MATHNET-0cr9 | MATHNET-09vi | MATHNET-09q7 | MATHNET-0g1n | MATHNET-09sr,0.9646 | 0.8629 | 0.8611 | 0.8601 | 0.8596 | 0.8586 | 0.8584 | 0.8548 | 0.8546 | 0.8503
MATHNET-05zy,MATHNET-02vo | MATHNET-0g1b | MATHNET-095q | MATHNET-023i | MATHNET-09t7 | MATHNET-08gj | MATHNET-0fxv | MATHNET-0855 | MATHNET-0dmc | MATHNET-05yo,0.9233 | 0.9043 | 0.9025 | 0.8910 | 0.8706 | 0.8587 | 0.8512 | 0.8511 | 0.8496 | 0.8458
MATHNET-0609,MATHNET-0ag7 | MATHNET-0huv | MATHNET-0413 | MATHNET-05ra | MATHNET-0dqf | MATHNET-05u0 | MATHNET-035k | MATHNET-0jxp | MATHNET-0aj0 | MATHNET-0b84,0.8316 | 0.8220 | 0.7943 | 0.7360 | 0.7249 | 0.7141 | 0.6876 | 0.6818 | 0.6773 | 0.6764
MATHNET-060t,MATHNET-0fxv | MATHNET-05qn | MATHNET-0fg1 | MATHNET-064l | MATHNET-05yo | MATHNET-0dmc | MATHNET-05jg | MATHNET-09tk | MATHNET-0g3p | MATHNET-00lt,0.9401 | 0.9271 | 0.9024 | 0.9002 | 0.8937 | 0.8841 | 0.8808 | 0.8689 | 0.8641 | 0.8610
MATHNET-062m,MATHNET-0fvm | MATHNET-0cvb | MATHNET-01l1 | MATHNET-0g0v | MATHNET-09qh | MATHNET-024k | MATHNET-0eex | MATHNET-0fxg | MATHNET-02qx | MATHNET-084e,0.8530 | 0.8477 | 0.8466 | 0.7533 | 0.7371 | 0.7259 | 0.7215 | 0.7188 | 0.7124 | 0.7122
MATHNET-062q,MATHNET-084e | MATHNET-0dnv | MATHNET-029t | MATHNET-0g28 | MATHNET-081p | MATHNET-05tc | MATHNET-09qh | MATHNET-0fjo | MATHNET-09q7 | MATHNET-0fx2,0.8870 | 0.8785 | 0.8668 | 0.8492 | 0.8415 | 0.8307 | 0.8261 | 0.8249 | 0.8184 | 0.8162
MATHNET-064l,MATHNET-09tk | MATHNET-0g3p | MATHNET-05yo | MATHNET-0fdi | MATHNET-0fxv | MATHNET-060t | MATHNET-0dmc | MATHNET-05jg | MATHNET-0fg1 | MATHNET-0fnb,0.9428 | 0.9340 | 0.9145 | 0.9140 | 0.9010 | 0.9002 | 0.8950 | 0.8767 | 0.8762 | 0.8712
MATHNET-064u,MATHNET-0aus | MATHNET-03di | MATHNET-0hog | MATHNET-00nu | MATHNET-07r9 | MATHNET-0bot | MATHNET-0bn3 | MATHNET-09hf | MATHNET-007a | MATHNET-00p6,0.9068 | 0.8656 | 0.8561 | 0.8383 | 0.8382 | 0.8302 | 0.8241 | 0.8233 | 0.8152 | 0.8133
MATHNET-0652,MATHNET-0bmd | MATHNET-0b87 | MATHNET-0adi | MATHNET-058t | MATHNET-08y6 | MATHNET-0bwb | MATHNET-0kd5 | MATHNET-01rg | MATHNET-01qk | MATHNET-08rj,0.8720 | 0.8450 | 0.8151 | 0.8103 | 0.8059 | 0.8032 | 0.8015 | 0.7961 | 0.7828 | 0.7818
MATHNET-065e,MATHNET-00by | MATHNET-0j4z | MATHNET-0avj | MATHNET-0a9f | MATHNET-06nq | MATHNET-0agx | MATHNET-06h1 | MATHNET-0bq8 | MATHNET-08o1 | MATHNET-0k4h,0.8858 | 0.8754 | 0.8558 | 0.8307 | 0.8137 | 0.8113 | 0.8110 | 0.8074 | 0.8032 | 0.7910
MATHNET-0677,MATHNET-00a6 | MATHNET-07n6 | MATHNET-04xa | MATHNET-0je9 | MATHNET-07cz | MATHNET-07cj | MATHNET-071o | MATHNET-06un | MATHNET-0iyz | MATHNET-0325,0.8562 | 0.8047 | 0.7765 | 0.7584 | 0.7556 | 0.7469 | 0.7465 | 0.7327 | 0.7104 | 0.7081
MATHNET-067b,MATHNET-0ads | MATHNET-0bml | MATHNET-0fyx | MATHNET-028y | MATHNET-0fj3 | MATHNET-0apq | MATHNET-05ia | MATHNET-05i6 | MATHNET-0ft3 | MATHNET-01os,0.9756 | 0.9319 | 0.9018 | 0.8938 | 0.8856 | 0.8731 | 0.8410 | 0.8376 | 0.8356 | 0.8332
MATHNET-0698,MATHNET-0c1k | MATHNET-0djw | MATHNET-0b09 | MATHNET-0c6i | MATHNET-0f6y | MATHNET-09jj | MATHNET-08id | MATHNET-009e | MATHNET-0lbg | MATHNET-01p2,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 0.9737 | 0.9737 | 0.9737
MATHNET-06ak,MATHNET-03qe | MATHNET-0e2b | MATHNET-08py | MATHNET-0a7h | MATHNET-0d7c | MATHNET-039y | MATHNET-0bvn | MATHNET-017j | MATHNET-04k6 | MATHNET-0eak,0.9156 | 0.7176 | 0.6971 | 0.6851 | 0.6841 | 0.6814 | 0.6812 | 0.6786 | 0.6753 | 0.6744
MATHNET-06au,MATHNET-04kx | MATHNET-03nf | MATHNET-01u3 | MATHNET-0759 | MATHNET-0k0l | MATHNET-020y | MATHNET-0a4r | MATHNET-099l | MATHNET-0ias | MATHNET-0ldf,0.8201 | 0.7519 | 0.7032 | 0.6961 | 0.6721 | 0.6651 | 0.6621 | 0.6609 | 0.6546 | 0.6521
MATHNET-06bz,MATHNET-0lbc | MATHNET-00f0 | MATHNET-07rd | MATHNET-00va | MATHNET-0e73 | MATHNET-0ai8 | MATHNET-0cg1 | MATHNET-017j | MATHNET-0gqz | MATHNET-01f7,0.7804 | 0.7616 | 0.7589 | 0.7577 | 0.7395 | 0.7389 | 0.7310 | 0.7276 | 0.7196 | 0.7166
MATHNET-06c9,MATHNET-0g61 | MATHNET-0fti | MATHNET-0f3n | MATHNET-0hj7 | MATHNET-05j5 | MATHNET-0hpb | MATHNET-02x1 | MATHNET-0fk5 | MATHNET-0i3q | MATHNET-0ef5,0.9203 | 0.8921 | 0.8917 | 0.8589 | 0.8550 | 0.8548 | 0.8461 | 0.8376 | 0.8358 | 0.8356
MATHNET-06ct,MATHNET-00nu | MATHNET-0jx0 | MATHNET-0cz9 | MATHNET-09iq | MATHNET-0hxe | MATHNET-0bot | MATHNET-03zv | MATHNET-08l3 | MATHNET-0hc1 | MATHNET-0bxp,0.8581 | 0.8541 | 0.8448 | 0.8333 | 0.8313 | 0.8241 | 0.8101 | 0.8016 | 0.8001 | 0.7955
MATHNET-06do,MATHNET-0cg1 | MATHNET-0jog | MATHNET-076c | MATHNET-09xc | MATHNET-04zy | MATHNET-02eg | MATHNET-08pm | MATHNET-0akb | MATHNET-04qz | MATHNET-0f8b,0.7902 | 0.7716 | 0.7692 | 0.7688 | 0.7656 | 0.7592 | 0.7585 | 0.7572 | 0.7568 | 0.7561
MATHNET-06dp,MATHNET-0i0w | MATHNET-0b7n | MATHNET-00ul | MATHNET-0a2l | MATHNET-07mb | MATHNET-01f7 | MATHNET-0eak | MATHNET-0akb | MATHNET-06i3 | MATHNET-02eg,0.8064 | 0.7958 | 0.7900 | 0.7897 | 0.7866 | 0.7851 | 0.7834 | 0.7824 | 0.7795 | 0.7747
MATHNET-06fc,MATHNET-08nc | MATHNET-07gp | MATHNET-0b84 | MATHNET-07w7 | MATHNET-0i9p | MATHNET-0ksl | MATHNET-0d92 | MATHNET-0jxp | MATHNET-041i | MATHNET-00nm,0.8723 | 0.8212 | 0.7730 | 0.7729 | 0.7682 | 0.7665 | 0.7661 | 0.7654 | 0.7599 | 0.7593
MATHNET-06fe,MATHNET-0hgo | MATHNET-0h9m | MATHNET-0d7d | MATHNET-0djq | MATHNET-0ihr | MATHNET-0dau | MATHNET-0idn | MATHNET-0eug | MATHNET-09ho | MATHNET-0f9k,0.9855 | 0.9131 | 0.8626 | 0.8355 | 0.7898 | 0.7894 | 0.7692 | 0.7345 | 0.7005 | 0.6997
MATHNET-06h1,MATHNET-0hdo | MATHNET-0a9f | MATHNET-0bwb | MATHNET-0avj | MATHNET-0dil | MATHNET-0j4z | MATHNET-08o1 | MATHNET-0agx | MATHNET-0925 | MATHNET-065e,0.8834 | 0.8637 | 0.8498 | 0.8497 | 0.8413 | 0.8312 | 0.8283 | 0.8179 | 0.8144 | 0.8110
MATHNET-06i3,MATHNET-0500 | MATHNET-0eak | MATHNET-0397 | MATHNET-0e73 | MATHNET-017c | MATHNET-02ex | MATHNET-0j3m | MATHNET-06dp | MATHNET-0aae | MATHNET-07rd,0.8587 | 0.8128 | 0.8089 | 0.8034 | 0.7929 | 0.7846 | 0.7843 | 0.7795 | 0.7771 | 0.7759
MATHNET-06j5,MATHNET-0j0k | MATHNET-0f3f | MATHNET-00xp | MATHNET-0b84 | MATHNET-0f9k | MATHNET-0dqf | MATHNET-0jxp | MATHNET-0553 | MATHNET-00nm | MATHNET-07gp,0.9311 | 0.8381 | 0.7762 | 0.7308 | 0.6984 | 0.6967 | 0.6935 | 0.6815 | 0.6799 | 0.6788
MATHNET-06jk,MATHNET-0bis | MATHNET-00fc | MATHNET-0j6t | MATHNET-03yl | MATHNET-0b2t | MATHNET-017x | MATHNET-0akk | MATHNET-07xw | MATHNET-0bd7 | MATHNET-01k3,0.7834 | 0.7760 | 0.7509 | 0.7406 | 0.7291 | 0.7200 | 0.7121 | 0.7076 | 0.6981 | 0.6979
MATHNET-06ke,MATHNET-0784 | MATHNET-0bzc | MATHNET-090m | MATHNET-0i9x | MATHNET-077p | MATHNET-06xj | MATHNET-06op | MATHNET-06tf | MATHNET-0inh | MATHNET-08zz,0.9432 | 0.9351 | 0.9067 | 0.8839 | 0.8804 | 0.8801 | 0.8598 | 0.8582 | 0.8557 | 0.8548
MATHNET-06mm,MATHNET-0gx3 | MATHNET-04a8 | MATHNET-0k97 | MATHNET-0bmx | MATHNET-0acd | MATHNET-0ena | MATHNET-03f4 | MATHNET-0ka4 | MATHNET-0d5z | MATHNET-0joq,0.9216 | 0.9150 | 0.8976 | 0.8937 | 0.8896 | 0.8851 | 0.8835 | 0.8712 | 0.8506 | 0.8375
MATHNET-06nj,MATHNET-0j9k | MATHNET-0jtz | MATHNET-00ac | MATHNET-07uh | MATHNET-009s | MATHNET-020t | MATHNET-0bhj | MATHNET-08pi | MATHNET-06rf | MATHNET-0710,0.8320 | 0.8297 | 0.7642 | 0.7491 | 0.7414 | 0.7407 | 0.7371 | 0.7343 | 0.7335 | 0.7333
MATHNET-06nl,MATHNET-0aae | MATHNET-0i5w | MATHNET-017c | MATHNET-0d0r | MATHNET-0j3m | MATHNET-0103 | MATHNET-01kt | MATHNET-06i3 | MATHNET-0bx8 | MATHNET-0fad,0.8813 | 0.7746 | 0.7633 | 0.7567 | 0.7489 | 0.7464 | 0.7445 | 0.7440 | 0.7428 | 0.7408
MATHNET-06nq,MATHNET-08o1 | MATHNET-0dil | MATHNET-0a9f | MATHNET-0925 | MATHNET-0dyh | MATHNET-0dpx | MATHNET-065e | MATHNET-0avj | MATHNET-00k4 | MATHNET-06h1,0.9072 | 0.8535 | 0.8379 | 0.8325 | 0.8297 | 0.8199 | 0.8137 | 0.8114 | 0.8113 | 0.7940
MATHNET-06nw,MATHNET-0k4h | MATHNET-0kd5 | MATHNET-0l1k | MATHNET-01ei | MATHNET-04e7 | MATHNET-0a7r | MATHNET-0bmd | MATHNET-021o | MATHNET-01qk | MATHNET-0agx,0.8116 | 0.8109 | 0.7832 | 0.7815 | 0.7536 | 0.7523 | 0.7505 | 0.7499 | 0.7490 | 0.7465
MATHNET-06op,MATHNET-08zz | MATHNET-06si | MATHNET-090z | MATHNET-05e9 | MATHNET-06y2 | MATHNET-03qq | MATHNET-077k | MATHNET-00h0 | MATHNET-0784 | MATHNET-06ke,0.9502 | 0.9484 | 0.9260 | 0.9155 | 0.9114 | 0.8942 | 0.8840 | 0.8626 | 0.8600 | 0.8598
MATHNET-06pl,MATHNET-0455 | MATHNET-0217 | MATHNET-0akr | MATHNET-04t3 | MATHNET-04u6 | MATHNET-0bow | MATHNET-0lfz | MATHNET-0glc | MATHNET-0906 | MATHNET-05dk,0.8811 | 0.8700 | 0.8667 | 0.8580 | 0.8566 | 0.8426 | 0.7948 | 0.7876 | 0.7848 | 0.7833
MATHNET-06rf,MATHNET-0387 | MATHNET-0932 | MATHNET-0bth | MATHNET-01u2 | MATHNET-08pi | MATHNET-03e9 | MATHNET-020t | MATHNET-0212 | MATHNET-05d6 | MATHNET-03n8,0.9030 | 0.8520 | 0.8436 | 0.8425 | 0.8238 | 0.8160 | 0.8153 | 0.8066 | 0.8053 | 0.8012
MATHNET-06si,MATHNET-08zz | MATHNET-06op | MATHNET-03qq | MATHNET-090z | MATHNET-00h0 | MATHNET-05e9 | MATHNET-06y2 | MATHNET-077k | MATHNET-06ke | MATHNET-0784,0.9612 | 0.9484 | 0.9138 | 0.9115 | 0.8830 | 0.8769 | 0.8747 | 0.8552 | 0.8519 | 0.8517
MATHNET-06tf,MATHNET-0bzc | MATHNET-0784 | MATHNET-077p | MATHNET-06ke | MATHNET-0i9x | MATHNET-090m | MATHNET-0kx0 | MATHNET-06xj | MATHNET-00hy | MATHNET-020e,0.8808 | 0.8794 | 0.8715 | 0.8582 | 0.8565 | 0.8475 | 0.8470 | 0.8399 | 0.8345 | 0.8275
MATHNET-06ts,MATHNET-0dq2 | MATHNET-01b7 | MATHNET-0cy2 | MATHNET-04t3 | MATHNET-00up | MATHNET-051m | MATHNET-0lfz | MATHNET-07l8 | MATHNET-06pl | MATHNET-08q8,0.8372 | 0.8338 | 0.8204 | 0.7743 | 0.7624 | 0.7598 | 0.7562 | 0.7354 | 0.7333 | 0.7309
MATHNET-06un,MATHNET-0cu8 | MATHNET-0lco | MATHNET-0akk | MATHNET-0677 | MATHNET-0ed9 | MATHNET-04xa | MATHNET-04xs | MATHNET-00a6 | MATHNET-06vc | MATHNET-017x,0.7549 | 0.7410 | 0.7387 | 0.7327 | 0.7260 | 0.7211 | 0.7210 | 0.7059 | 0.7000 | 0.6908
MATHNET-06vc,MATHNET-0lco | MATHNET-04xs | MATHNET-07nk | MATHNET-0hsp | MATHNET-0et0 | MATHNET-09et | MATHNET-0ed9 | MATHNET-0cu8 | MATHNET-06un | MATHNET-0akk,0.8599 | 0.8319 | 0.8075 | 0.8042 | 0.7394 | 0.7217 | 0.7175 | 0.7008 | 0.7000 | 0.6759
MATHNET-06x6,MATHNET-0cnn | MATHNET-0gle | MATHNET-0d0v | MATHNET-0lgk | MATHNET-03nj | MATHNET-0dzm | MATHNET-08o1 | MATHNET-00f5 | MATHNET-0a53 | MATHNET-0dpx,0.9309 | 0.9272 | 0.8664 | 0.8643 | 0.8121 | 0.8100 | 0.8038 | 0.7928 | 0.7902 | 0.7819
MATHNET-06xj,MATHNET-077p | MATHNET-0bzc | MATHNET-00hy | MATHNET-090m | MATHNET-06ke | MATHNET-0dps | MATHNET-0784 | MATHNET-0i9x | MATHNET-045v | MATHNET-0479,0.9110 | 0.9026 | 0.8980 | 0.8978 | 0.8801 | 0.8795 | 0.8753 | 0.8746 | 0.8567 | 0.8459
MATHNET-06xr,MATHNET-0clu | MATHNET-0lgk | MATHNET-08ew | MATHNET-0dzm | MATHNET-076g | MATHNET-0d0v | MATHNET-0gle | MATHNET-00f5 | MATHNET-0h10 | MATHNET-0cnn,0.9345 | 0.8364 | 0.8285 | 0.8283 | 0.7983 | 0.7980 | 0.7978 | 0.7692 | 0.7674 | 0.7630
MATHNET-06y2,MATHNET-05e9 | MATHNET-077k | MATHNET-090z | MATHNET-06op | MATHNET-08zz | MATHNET-06si | MATHNET-03ln | MATHNET-06ke | MATHNET-0784 | MATHNET-0bzc,0.9797 | 0.9258 | 0.9150 | 0.9114 | 0.8753 | 0.8747 | 0.8576 | 0.8483 | 0.8438 | 0.8414
MATHNET-06y4,MATHNET-0gq8 | MATHNET-07gw | MATHNET-0g45 | MATHNET-00ps | MATHNET-04qz | MATHNET-01b9 | MATHNET-04x6 | MATHNET-0inh | MATHNET-0iic | MATHNET-077k,0.8586 | 0.8241 | 0.8224 | 0.7698 | 0.7680 | 0.7679 | 0.7651 | 0.7618 | 0.7602 | 0.7560
MATHNET-06ze,MATHNET-0j3m | MATHNET-0397 | MATHNET-00ul | MATHNET-01kt | MATHNET-00nb | MATHNET-01dv | MATHNET-017c | MATHNET-06dp | MATHNET-0752 | MATHNET-076c,0.8519 | 0.8032 | 0.7768 | 0.7717 | 0.7686 | 0.7539 | 0.7523 | 0.7368 | 0.7368 | 0.7322
MATHNET-06zj,MATHNET-0bm7 | MATHNET-09r1 | MATHNET-00cv | MATHNET-023t | MATHNET-0efx | MATHNET-00cu | MATHNET-05qu | MATHNET-0ebi | MATHNET-0fhq | MATHNET-0bnb,0.8500 | 0.8037 | 0.8021 | 0.7968 | 0.7874 | 0.7860 | 0.7834 | 0.7795 | 0.7328 | 0.7324
MATHNET-0710,MATHNET-0a6c | MATHNET-0bth | MATHNET-056b | MATHNET-0ax4 | MATHNET-01qs | MATHNET-01n3 | MATHNET-0212 | MATHNET-0387 | MATHNET-0lf7 | MATHNET-0dqz,0.8479 | 0.8207 | 0.8119 | 0.8091 | 0.7996 | 0.7891 | 0.7879 | 0.7878 | 0.7868 | 0.7860
MATHNET-071d,MATHNET-0dfz | MATHNET-0jv5 | MATHNET-0fad | MATHNET-0j12 | MATHNET-0i5w | MATHNET-06nl | MATHNET-0103 | MATHNET-0cey | MATHNET-08im | MATHNET-0500,0.7982 | 0.7878 | 0.7658 | 0.7643 | 0.7349 | 0.7305 | 0.7280 | 0.7179 | 0.7036 | 0.7001
MATHNET-071o,MATHNET-07n6 | MATHNET-00a6 | MATHNET-09vr | MATHNET-00ok | MATHNET-0iyz | MATHNET-0bo4 | MATHNET-01ug | MATHNET-0677 | MATHNET-07nh | MATHNET-0clz,0.7925 | 0.7819 | 0.7735 | 0.7696 | 0.7561 | 0.7542 | 0.7537 | 0.7465 | 0.7464 | 0.7440
MATHNET-072g,MATHNET-03wz | MATHNET-0d4o | MATHNET-07k2 | MATHNET-00ul | MATHNET-0f8b | MATHNET-01f7 | MATHNET-0lbc | MATHNET-0ai8 | MATHNET-06i3 | MATHNET-0i0w,0.8199 | 0.8152 | 0.8013 | 0.7860 | 0.7787 | 0.7699 | 0.7671 | 0.7627 | 0.7627 | 0.7572
MATHNET-072s,MATHNET-0c1d | MATHNET-020b | MATHNET-0930 | MATHNET-092p | MATHNET-09mt | MATHNET-0iat | MATHNET-075n | MATHNET-0b2x | MATHNET-0ai8 | MATHNET-08wo,0.7975 | 0.7701 | 0.7671 | 0.7660 | 0.7340 | 0.7223 | 0.7202 | 0.7136 | 0.7102 | 0.7030
MATHNET-072u,MATHNET-04zy | MATHNET-076c | MATHNET-03wz | MATHNET-0f8b | MATHNET-0ai8 | MATHNET-06do | MATHNET-07rd | MATHNET-0397 | MATHNET-0j3m | MATHNET-01dv,0.8255 | 0.8251 | 0.7921 | 0.7592 | 0.7511 | 0.7506 | 0.7506 | 0.7365 | 0.7326 | 0.7326
MATHNET-074g,MATHNET-00yo | MATHNET-0325 | MATHNET-0je9 | MATHNET-09vr | MATHNET-07cj | MATHNET-0e06 | MATHNET-00l0 | MATHNET-04yy | MATHNET-07n6 | MATHNET-071o,0.7749 | 0.7591 | 0.7561 | 0.7408 | 0.7350 | 0.7319 | 0.7307 | 0.7278 | 0.7039 | 0.6905
MATHNET-0752,MATHNET-01kt | MATHNET-0a4r | MATHNET-0jnd | MATHNET-0h1p | MATHNET-08pg | MATHNET-0j3m | MATHNET-04a3 | MATHNET-01n3 | MATHNET-07dr | MATHNET-00nb,0.8269 | 0.7945 | 0.7916 | 0.7911 | 0.7792 | 0.7733 | 0.7595 | 0.7578 | 0.7565 | 0.7564
