problem_id,domain,subtopic,concepts,problem_type,length_score,equation_score,reasoning_score,proof_score,case_score,steps_score,problem_type_score,domain_score,difficulty_score
MATHNET-0ck8,Algebra | Number Theory,Diophantine Equations | Equations and Inequalities | Prealgebra / Basic Algebra,"Integers | Techniques: modulo, size analysis, order analysis, inequalities | Linear and quadratic inequalities",proof and answer,0.5390334572490706,0.6623931623931625,0.8188044831880449,0.0,0.783482142857143,0.8061603823685608,0.8461538461538461,0.8783783783783784,0.6214478590716216
MATHNET-0br0,Algebra,Abstract Algebra,Group Theory,proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.8108108108108109,0.03536067892503536
MATHNET-0h9m,Algebra,Equations and Inequalities,Cauchy-Schwarz,proof only,0.1476367498672331,0.08173076923076925,0.0,0.6109422492401216,0.0,0.1486988847583643,1.0,0.8108108108108109,0.18782949723543782
MATHNET-0iwd,Geometry,Plane Geometry,Miscellaneous > Angle chasing | Miscellaneous > Distance chasing | Miscellaneous > Constructions and loci,final answer only,0.4572490706319702,0.5261752136752137,0.0,0.0,0.0,0.6919808815719597,0.3076923076923077,0.8918918918918919,0.30426256911405425
MATHNET-00cj,Geometry,Plane Geometry,Miscellaneous > Constructions and loci | Analytic / Coordinate Methods > Vectors,proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.8918918918918919,0.03728944323003732
MATHNET-0jzx,Algebra,Algebraic Expressions | Equations and Inequalities,Linear and quadratic inequalities | Sequences and Series > Recurrence relations,proof and answer,0.23207647371216145,0.31143162393162394,0.34993773349937735,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8108108108108109,0.23804166130898805
MATHNET-0g61,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing",proof only,0.07912904938927244,0.20566239316239318,0.0,0.0,0.0,0.32713754646840143,1.0,0.8918918918918919,0.1396103896103896
MATHNET-01qj,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Sequences and Series > Recurrence relations | Integers,proof and answer,0.0685077004779607,0.09455128205128205,0.0,0.0,0.0,0.32713754646840143,0.8461538461538461,0.8108108108108109,0.1086215764433586
MATHNET-0fdi,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,Games / greedy algorithms | Polynomials > Polynomial operations,proof only,0.8396176314391927,0.7612179487179486,0.0,0.0,0.0,0.9320233669676048,1.0,0.9054054054054054,0.4975890446187477
MATHNET-045v,Algebra | Geometry,Algebraic Expressions | Intermediate Algebra | Plane Geometry,Polynomials | Polynomials > Vieta's formulas | Complex numbers | Analytic / Coordinate Methods > Complex numbers in geometry,proof only,0.9617631439192779,0.906517094017094,0.9034869240348692,0.8366261398176291,0.8415178571428571,0.9500796601168348,1.0,0.8513513513513513,0.9197634049119199
MATHNET-042z,Geometry,Plane Geometry | Solid Geometry,"Other 3D problems | Triangles > Triangle centers: centroid, incenter, circumcenter, Euler line, nine-point circle | Triangles > Triangle trigonometry",final answer only,0.4864577801380775,0.6116452991452992,0.34993773349937735,0.0,0.0,0.4843335103558152,0.3076923076923077,0.8918918918918919,0.37389096052462395
MATHNET-0h6j,Discrete Mathematics,Combinatorics,"Coloring schemes, extremal arguments",proof and answer,0.09824747742963355,0.0,0.34993773349937735,0.0,0.0,0.1486988847583643,0.8461538461538461,1.0,0.15391539153915396
MATHNET-00ps,Algebra | Number Theory,Diophantine Equations | Divisibility / Factorization | Equations and Inequalities,"Techniques: modulo, size analysis, order analysis, inequalities | Prime numbers | QM-AM-GM-HM / Power Mean",proof and answer,0.8056293149229952,0.8584401709401709,0.9034869240348692,0.9703647416413373,0.9903273809523808,0.7594264471587892,0.8461538461538461,0.8783783783783784,0.8742445673138742
MATHNET-0gg9,Geometry,Plane Geometry,"Advanced Configurations > Polar triangles, harmonic conjugates | Advanced Configurations > Brocard point, symmedians | Transformations > Inversion | Miscellaneous > Angle chasing",proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8918918918918919,0.04371865758004375
MATHNET-0l5r,Algebra | Number Theory,Algebraic Expressions | Modular Arithmetic,Polynomials mod p | Sequences and Series > Sums and products,proof and answer,0.5108868826340945,0.2676282051282051,0.34993773349937735,0.0,0.0,0.6016994158258099,0.8461538461538461,0.8783783783783784,0.3540889803266041
MATHNET-04kx,Discrete Mathematics,Combinatorics,Pigeonhole principle | Invariants / monovariants,proof only,0.8162506638343069,0.17254273504273504,0.5292652552926526,0.7545592705167175,0.9002976190476191,0.8061603823685608,1.0,1.0,0.6555226951266554
MATHNET-0220,Algebra,Prealgebra / Basic Algebra,Fractions,proof and answer,0.602761550716941,0.4738247863247863,0.0,0.0,0.0,0.6919808815719597,0.8461538461538461,0.8108108108108109,0.35061720457760065
MATHNET-09rl,Algebra,Algebraic Expressions,Functional Equations > Injectivity / surjectivity,proof and answer,0.4646840148698885,0.6623931623931625,0.0,0.0,0.0,0.8374933616569304,0.8461538461538461,0.8108108108108109,0.36884402725986887
MATHNET-04vh,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Transformations > Homothety | Miscellaneous > Angle chasing | Miscellaneous > Distance chasing",proof only,0.920339883165162,0.9417735042735043,0.9682440846824408,0.6109422492401216,0.552827380952381,0.9198088157195964,1.0,0.8918918918918919,0.8731837469461234
MATHNET-007a,Geometry,Plane Geometry,Miscellaneous > Distance chasing | Miscellaneous > Angle chasing,proof and answer,0.22145512480084972,0.43589743589743596,0.6587795765877957,0.0,0.0,0.4843335103558152,0.8461538461538461,0.8918918918918919,0.3642792850713643
MATHNET-07l8,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Quadrilaterals > Cyclic quadrilaterals | Miscellaneous > Angle chasing | Triangles > Triangle trigonometry",proof only,0.7047265002655337,0.8092948717948718,0.8804483188044833,0.7545592705167175,0.0,0.4843335103558152,1.0,0.8918918918918919,0.6966696669666967
MATHNET-0b48,Number Theory,Diophantine Equations | Divisibility / Factorization,"Factorization techniques | Techniques: modulo, size analysis, order analysis, inequalities",proof and answer,0.48220924057355274,0.5422008547008548,0.34993773349937735,0.7545592705167175,0.783482142857143,0.7594264471587892,0.8461538461538461,0.9459459459459459,0.580879516523081
MATHNET-0jht,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,Greatest common divisors (gcd) | τ (number of divisors),final answer only,0.18215613382899626,0.31143162393162394,0.34993773349937735,0.0,0.0,0.1486988847583643,0.3076923076923077,0.9459459459459459,0.2066670952809567
MATHNET-0iic,Algebra,Algebraic Expressions | Equations and Inequalities | Prealgebra / Basic Algebra,Integers | QM-AM-GM-HM / Power Mean | Polynomials > Polynomial operations,proof and answer,0.884227296866702,0.8931623931623932,0.8188044831880449,0.8366261398176291,0.9665178571428571,0.7594264471587892,0.8461538461538461,0.8108108108108109,0.8614182846856115
MATHNET-0kfw,Geometry,Plane Geometry,"Transformations > Inversion | Transformations > Homothety | Advanced Configurations > Isogonal/isotomic conjugates, barycentric coordinates | Circles > Tangents | Miscellaneous > Angle chasing | Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Miscellaneous > Constructions and loci",proof only,0.9702602230483272,0.9743589743589743,0.975093399750934,0.9779635258358662,0.0,0.9835369091874668,1.0,0.8918918918918919,0.8990934807766491
MATHNET-08pi,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,"Coloring schemes, extremal arguments | Miscellaneous > Constructions and loci",proof and answer,0.9362719065321295,0.9155982905982906,0.6587795765877957,0.8366261398176291,0.8757440476190478,0.98194370685077,0.8461538461538461,0.9459459459459459,0.8673331618876173
MATHNET-08y2,Discrete Mathematics | Number Theory,Combinatorics | Other,"Counting two ways | Coloring schemes, extremal arguments",proof only,0.9426447158789165,0.923611111111111,0.8188044831880449,0.8882978723404256,0.9665178571428571,0.7594264471587892,1.0,0.972972972972973,0.8979040761218979
MATHNET-07r9,Algebra,Algebraic Expressions | Intermediate Algebra | Prealgebra / Basic Algebra,Polynomials > Polynomial operations | Simple Equations | Quadratic functions,proof and answer,0.2533191715347849,0.2676282051282051,0.5292652552926526,0.0,0.0,0.32713754646840143,0.8461538461538461,0.8108108108108109,0.29391153401054393
MATHNET-0l5j,Geometry,Plane Geometry,Quadrilaterals > Quadrilaterals with perpendicular diagonals | Miscellaneous > Distance chasing,proof and answer,0.25066383430695693,0.09455128205128205,0.34993773349937735,0.0,0.0,0.4843335103558152,0.8461538461538461,0.8918918918918919,0.24594959495949598
MATHNET-008t,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Circles > Tangents | Miscellaneous > Angle chasing",proof and answer,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.8918918918918919,0.03728944323003732
MATHNET-0le9,Algebra,Equations and Inequalities,Cauchy-Schwarz | Linear and quadratic inequalities,proof and answer,0.7169410515135424,0.5422008547008548,0.34993773349937735,0.7545592705167175,0.6845238095238095,0.6919808815719597,0.8461538461538461,0.8108108108108109,0.617783206892118
MATHNET-0jye,Discrete Mathematics,Combinatorics,Invariants / monovariants | Pigeonhole principle,proof and answer,0.5953266064790228,0.43589743589743596,0.34993773349937735,0.6109422492401216,0.6845238095238095,0.7594264471587892,0.8461538461538461,1.0,0.5635849299215637
MATHNET-0g28,Algebra | Geometry,Equations and Inequalities | Plane Geometry,Quadrilaterals > Cyclic quadrilaterals | Triangles > Triangle trigonometry | Miscellaneous > Angle chasing | Geometric Inequalities > Optimization in geometry | QM-AM-GM-HM / Power Mean,proof and answer,0.6314391927774826,0.5966880341880343,0.0,0.0,0.0,0.7594264471587892,0.8461538461538461,0.8513513513513513,0.38887102996013895
MATHNET-0cwp,Discrete Mathematics | Geometry,Combinatorics | Solid Geometry,"Coloring schemes, extremal arguments | Counting two ways | 3D Shapes",proof and answer,0.8406797663303239,0.7612179487179486,0.34993773349937735,0.7545592705167175,0.9501488095238098,0.8900690387679234,0.8461538461538461,0.9459459459459459,0.7374308859457376
MATHNET-0jw5,Number Theory,Divisibility / Factorization,Prime numbers | Factorization techniques,proof and answer,0.06744556558682951,0.08173076923076925,0.0,0.0,0.0,0.1486988847583643,0.8461538461538461,0.9459459459459459,0.08766233766233765
MATHNET-0b87,Discrete Mathematics,Combinatorics,"Coloring schemes, extremal arguments | Pigeonhole principle",proof and answer,0.5501858736059478,0.3888888888888889,0.6587795765877957,0.0,0.0,0.4843335103558152,0.8461538461538461,1.0,0.43795808152243804
MATHNET-0jld,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,σ (sum of divisors) | Factorization techniques,proof and answer,0.1964949548592671,0.33653846153846156,0.34993773349937735,0.0,0.552827380952381,0.6919808815719597,0.8461538461538461,0.9459459459459459,0.3507136427928508
MATHNET-0c66,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,Games / greedy algorithms | Invariants / monovariants | Counting two ways | Sequences and Series > Recurrence relations,proof and answer,0.9543281996813595,0.9139957264957265,0.8188044831880449,0.8882978723404256,0.9903273809523808,0.8900690387679234,0.8461538461538461,0.9054054054054054,0.9088337405169091
MATHNET-09pt,Discrete Mathematics,Combinatorics,"Counting two ways | Recursion, bijection",proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.046290343320046314
MATHNET-0f3n,Geometry,Plane Geometry,Miscellaneous > Constructions and loci,proof only,0.17047265002655332,0.15224358974358973,0.0,0.0,0.0,0.32713754646840143,1.0,0.8918918918918919,0.15208306544940206
MATHNET-0299,Algebra | Geometry,Equations and Inequalities | Plane Geometry,Geometric Inequalities > Optimization in geometry | Triangles > Triangle inequalities | Cauchy-Schwarz,proof and answer,0.47158789166224097,0.1917735042735043,0.34993773349937735,0.0,0.0,0.7594264471587892,0.8461538461538461,0.8513513513513513,0.3493313617075994
MATHNET-03zn,Algebra,Algebraic Expressions,Sequences and Series > Recurrence relations,proof only,0.5400955921402018,0.31143162393162394,0.34993773349937735,0.0,0.0,0.1486988847583643,1.0,0.8108108108108109,0.31904976211906905
MATHNET-0gtj,Algebra,Equations and Inequalities,QM-AM-GM-HM / Power Mean,proof and answer,0.23207647371216145,0.13301282051282054,0.0,0.0,0.0,0.1486988847583643,0.8461538461538461,0.8108108108108109,0.13356692812138357
MATHNET-0bdr,Algebra,Algebraic Expressions | Intermediate Algebra,Sequences and Series > Floors and ceilings | Quadratic functions,proof only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8108108108108109,0.04178989327504179
MATHNET-02gm,Discrete Mathematics | Geometry,Combinatorics | Plane Geometry,Miscellaneous > Constructions and loci | Games / greedy algorithms,proof only,0.6176314391927774,0.576388888888889,0.34993773349937735,0.6109422492401216,0.8415178571428571,0.6919808815719597,1.0,0.9459459459459459,0.6048926321203552
MATHNET-039y,Discrete Mathematics,Graph Theory,,proof only,0.4423791821561338,0.5096153846153847,0.0,0.8366261398176291,0.552827380952381,0.1486988847583643,1.0,1.0,0.4173524495306673
MATHNET-06xj,Algebra | Discrete Mathematics | Geometry,Algebraic Expressions | Combinatorics | Equations and Inequalities | Plane Geometry,Induction / smoothing | Sequences and Series > Floors and ceilings | Miscellaneous > Distance chasing | Transformations > Rotation | Linear and quadratic inequalities,proof only,0.993627190653213,0.9925213675213674,0.9221668742216688,0.8882978723404256,0.9501488095238098,0.9633563462559744,1.0,0.9009009009009008,0.9655929878702159
MATHNET-0457,Discrete Mathematics,Combinatorics,"Counting two ways | Pigeonhole principle | Coloring schemes, extremal arguments",proof only,0.580987785448752,0.4738247863247863,0.5292652552926526,0.9650455927051672,0.0,0.1486988847583643,1.0,1.0,0.5222772277227724
MATHNET-04zy,Algebra | Number Theory,Algebraic Expressions | Diophantine Equations | Divisibility / Factorization,"Techniques: modulo, size analysis, order analysis, inequalities | Polynomials > Polynomial operations | Factorization techniques",proof and answer,0.474243228890069,0.5422008547008548,0.8188044831880449,0.8366261398176291,0.6845238095238095,0.4843335103558152,0.8461538461538461,0.8783783783783784,0.6427285585701429
MATHNET-085n,Number Theory,Diophantine Equations | Divisibility / Factorization,"Factorization techniques | Techniques: modulo, size analysis, order analysis, inequalities",proof and answer,0.8374933616569304,0.8157051282051282,0.0,0.0,0.0,0.4843335103558152,0.8461538461538461,0.9459459459459459,0.44724829625819723
MATHNET-085e,Geometry,Plane Geometry,Transformations > Spiral similarity | Miscellaneous > Constructions and loci,MCQ,0.1768454593733404,0.20566239316239318,0.0,0.0,0.0,0.32713754646840143,0.0,0.8918918918918919,0.12148000514337151
MATHNET-07o3,Algebra,Algebraic Expressions | Equations and Inequalities,Polynomials > Polynomial operations | Linear and quadratic inequalities,proof only,0.39564524694636216,0.24145299145299148,0.5292652552926526,0.0,0.0,0.1486988847583643,1.0,0.8108108108108109,0.30847370451330847
MATHNET-062q,Number Theory,Diophantine Equations | Modular Arithmetic | Residues and Primitive Roots,"Techniques: modulo, size analysis, order analysis, inequalities | Fermat / Euler / Wilson theorems | Multiplicative order",proof and answer,0.6303770578863516,0.49198717948717957,0.0,0.0,0.0,0.8672331386086033,0.8461538461538461,0.9459459459459459,0.385013501350135
MATHNET-06nq,Geometry,Plane Geometry,"Triangles > Triangle centers: centroid, incenter, circumcenter, orthocenter, Euler line, nine-point circle | Circles > Tangents | Miscellaneous > Angle chasing | Miscellaneous > Distance chasing",proof only,0.5013276686139139,0.7761752136752136,0.7540473225404732,0.0,0.0,0.6919808815719597,1.0,0.8918918918918919,0.5447151858042947
MATHNET-0iat,Algebra | Geometry,Equations and Inequalities | Intermediate Algebra | Linear Algebra | Plane Geometry,Cauchy-Schwarz | Linear and quadratic inequalities | Quadratic functions | Vectors | Analytic / Coordinate Methods > Vectors | Triangles > Triangle trigonometry,proof only,0.913967073818375,0.8509615384615385,0.8549190535491905,0.6109422492401216,0.783482142857143,0.4843335103558152,1.0,0.8513513513513513,0.7980905233380481
